H,20140331,1130,PT,ASM
O,52036442,,,
I,4260004B9000,4260004B9000,86,EA
O,52036442,,,
I,4260004C0000,4260004C0000,78,EA
O,52036442,,,
I,4260004C1000,4260004C1000,83,EA
O,52036442,,,
I,4260004C2000,4260004C2000,124,EA
O,52036442,,,
I,4260004C4000,4260004C4000,80,EA
O,52036442,,,
I,4260004C5000,4260004C5000,26,EA
O,52036442,,,
I,4260004C6000,4260004C6000,13,EA
O,52036442,,,
I,42600AD09300,42600AD09300,84,EA
O,52036442,,,
I,42600AD11400,42600AD11400,88,EA
O,52036442,,,
I,42600AD13300,42600AD13300,158,EA
O,52036442,,,
I,42600AD15300,42600AD15300,166,EA
O,52036442,,,
I,42600AD17300,42600AD17300,166,EA
O,52036443,,,
I,426700406000,426700406000,84,EA
O,52036443,,,
I,426700407000,426700407000,88,EA
O,52036443,,,
I,426700408000,426700408000,159,EA
O,52036443,,,
I,426700409000,426700409000,166,EA
O,52036443,,,
I,426700410000,426700410000,166,EA
O,52036443,,,
I,426700414000,426700414000,80,EA
O,52036443,,,
I,426700415000,426700415000,26,EA
