H,20140221,1130,PT,ASM
O,52036004,,,
I,4260004B9000,4260004B9000,436,EA
O,52036004,,,
I,4260004C0000,4260004C0000,310,EA
O,52036004,,,
I,4260004C1000,4260004C1000,299,EA
O,52036004,,,
I,4260004C2000,4260004C2000,351,EA
O,52036004,,,
I,4260004C4000,4260004C4000,188,EA
O,52036004,,,
I,4260004C5000,4260004C5000,12,EA
O,52036004,,,
I,4260004C6000,4260004C6000,8,EA
O,52036004,,,
I,42600AD09300,42600AD09300,536,EA
O,52036004,,,
I,42600AD11400,42600AD11400,336,EA
O,52036004,,,
I,42600AD13300,42600AD13300,620,EA
O,52036004,,,
I,42600AD15300,42600AD15300,602,EA
O,52036004,,,
I,42600AD17300,42600AD17300,514,EA
O,52036005,,,
I,426700406000,426700406000,539,EA
O,52036005,,,
I,426700407000,426700407000,337,EA
O,52036005,,,
I,426700408000,426700408000,621,EA
O,52036005,,,
I,426700409000,426700409000,603,EA
O,52036005,,,
I,426700410000,426700410000,515,EA
O,52036005,,,
I,426700414000,426700414000,188,EA
O,52036005,,,
I,426700415000,426700415000,12,EA
