H,20130910,1130,PT,ASM
O,52034182,,,
I,4260004B9000,4260004B9000,514,EA
O,52034182,,,
I,4260004C0000,4260004C0000,248,EA
O,52034182,,,
I,4260004C1000,4260004C1000,272,EA
O,52034182,,,
I,4260004C2000,4260004C2000,310,EA
O,52034182,,,
I,4260004C4000,4260004C4000,242,EA
O,52034182,,,
I,4260004C5000,4260004C5000,112,EA
O,52034182,,,
I,4260004C6000,4260004C6000,56,EA
O,52034182,,,
I,42600AD09300,42600AD09300,538,EA
O,52034182,,,
I,42600AD11400,42600AD11400,488,EA
O,52034182,,,
I,426700406000,426700406000,538,EA
O,52034182,,,
I,426700414000,426700414000,242,EA
O,52034182,,,
I,426700415000,426700415000,112,EA
O,52034183,,,
I,42600AD13300,42600AD13300,486,EA
O,52034183,,,
I,42600AD15300,42600AD15300,546,EA
O,52034183,,,
I,42600AD17300,42600AD17300,378,EA
O,52034183,,,
I,426700407000,426700407000,488,EA
O,52034183,,,
I,426700408000,426700408000,486,EA
O,52034183,,,
I,426700409000,426700409000,546,EA
O,52034183,,,
I,426700410000,426700410000,378,EA
