H,20111001,1130,PT,ASM
O,52026487,,,
I,4260004B9000,4260004B9000,318,EA
O,52026487,,,
I,4260004C0000,4260004C0000,200,EA
O,52026487,,,
I,4260004C1000,4260004C1000,243,EA
O,52026487,,,
I,4260004C2000,4260004C2000,241,EA
O,52026487,,,
I,4260004C6000,4260004C6000,98,EA
O,52026487,,,
I,42600AD09300,42600AD09300,360,EA
O,52026487,,,
I,42600AD11400,42600AD11400,276,EA
O,52026487,,,
I,42600AD13300,42600AD13300,398,EA
O,52026487,,,
I,42600AD15300,42600AD15300,488,EA
O,52026487,,,
I,42600AD17300,42600AD17300,273,EA
O,52026487,,,
I,426700406000,426700406000,360,EA
O,52026487,,,
I,426700407000,426700407000,276,EA
O,52026488,,,
I,4260004C4000,4260004C4000,210,EA
O,52026488,,,
I,4260004C5000,4260004C5000,196,EA
O,52026488,,,
I,426700408000,426700408000,398,EA
O,52026488,,,
I,426700409000,426700409000,488,EA
O,52026488,,,
I,426700410000,426700410000,272,EA
O,52026488,,,
I,426700414000,426700414000,210,EA
O,52026488,,,
I,426700415000,426700415000,196,EA
