H,20120228,1130,PT,ASM
O,52027994,,,
I,4260004B9000,4260004B9000,331,EA
O,52027994,,,
I,4260004C0000,4260004C0000,224,EA
O,52027994,,,
I,4260004C1000,4260004C1000,213,EA
O,52027994,,,
I,4260004C2000,4260004C2000,215,EA
O,52027994,,,
I,42600AD09300,42600AD09300,345,EA
O,52027994,,,
I,42600AD11400,42600AD11400,322,EA
O,52027994,,,
I,42600AD13300,42600AD13300,446,EA
O,52027994,,,
I,42600AD15300,42600AD15300,426,EA
O,52027994,,,
I,42600AD17300,42600AD17300,228,EA
O,52027994,,,
I,426700406000,426700406000,344,EA
O,52027994,,,
I,426700407000,426700407000,322,EA
O,52027994,,,
I,426700408000,426700408000,446,EA
O,52027995,,,
I,4260004C4000,4260004C4000,202,EA
O,52027995,,,
I,4260004C5000,4260004C5000,185,EA
O,52027995,,,
I,4260004C6000,4260004C6000,93,EA
O,52027995,,,
I,426700409000,426700409000,427,EA
O,52027995,,,
I,426700410000,426700410000,228,EA
O,52027995,,,
I,426700414000,426700414000,202,EA
O,52027995,,,
I,426700415000,426700415000,184,EA
