H,20140805,1130,PT,ASM
O,52038382,,,
I,4260004B9000,4260004B9000,113,EA
O,52038382,,,
I,4260004C0000,4260004C0000,60,EA
O,52038382,,,
I,4260004C1000,4260004C1000,42,EA
O,52038382,,,
I,4260004C2000,4260004C2000,61,EA
O,52038382,,,
I,4260004C4000,4260004C4000,30,EA
O,52038382,,,
I,42600AD09300,42600AD09300,148,EA
O,52038382,,,
I,42600AD11400,42600AD11400,76,EA
O,52038382,,,
I,42600AD13300,42600AD13300,118,EA
O,52038382,,,
I,426700406000,426700406000,148,EA
O,52038382,,,
I,426700407000,426700407000,76,EA
O,52038382,,,
I,426700408000,426700408000,118,EA
O,52038382,,,
I,426700414000,426700414000,30,EA
O,52038383,,,
I,42600AD15300,42600AD15300,84,EA
O,52038383,,,
I,42600AD17300,42600AD17300,96,EA
O,52038383,,,
I,426700409000,426700409000,84,EA
O,52038383,,,
I,426700410000,426700410000,96,EA
