H,20130730,1130,PT,ASM
O,52033636,,,
I,4260004B9000,4260004B9000,524,EA
O,52033636,,,
I,4260004C0000,4260004C0000,250,EA
O,52033636,,,
I,4260004C1000,4260004C1000,255,EA
O,52033636,,,
I,4260004C2000,4260004C2000,279,EA
O,52033636,,,
I,4260004C4000,4260004C4000,142,EA
O,52033636,,,
I,4260004C5000,4260004C5000,102,EA
O,52033636,,,
I,4260004C6000,4260004C6000,52,EA
O,52033636,,,
I,42600AD09300,42600AD09300,649,EA
O,52033636,,,
I,42600AD11400,42600AD11400,402,EA
O,52033636,,,
I,426700406000,426700406000,648,EA
O,52033636,,,
I,426700414000,426700414000,142,EA
O,52033636,,,
I,426700415000,426700415000,102,EA
O,52033637,,,
I,42600AD13300,42600AD13300,472,EA
O,52033637,,,
I,42600AD15300,42600AD15300,512,EA
O,52033637,,,
I,42600AD17300,42600AD17300,414,EA
O,52033637,,,
I,426700407000,426700407000,402,EA
O,52033637,,,
I,426700408000,426700408000,473,EA
O,52033637,,,
I,426700409000,426700409000,512,EA
O,52033637,,,
I,426700410000,426700410000,414,EA
