H,20110516,1130,PT,ASM
O,52024396,,,
I,4260004B9000,4260004B9000,106,EA
O,52024396,,,
I,4260004C0000,4260004C0000,65,EA
O,52024396,,,
I,4260004C1000,4260004C1000,70,EA
O,52024396,,,
I,4260004C2000,4260004C2000,63,EA
O,52024396,,,
I,42600AD09300,42600AD09300,76,EA
O,52024396,,,
I,42600AD11400,42600AD11400,130,EA
O,52024396,,,
I,42600AD13300,42600AD13300,132,EA
O,52024396,,,
I,42600AD15300,42600AD15300,140,EA
O,52024396,,,
I,42600AD17300,42600AD17300,100,EA
O,52024396,,,
I,426700406000,426700406000,76,EA
O,52024396,,,
I,426700407000,426700407000,130,EA
O,52024396,,,
I,426700408000,426700408000,132,EA
O,52024397,,,
I,4260004C4000,4260004C4000,30,EA
O,52024397,,,
I,426700409000,426700409000,140,EA
O,52024397,,,
I,426700410000,426700410000,100,EA
O,52024397,,,
I,426700414000,426700414000,30,EA
