H,20120831,1130,PT,ASM
O,52029766,,,
I,4260004B9000,4260004B9000,442,EA
O,52029766,,,
I,4260004C0000,4260004C0000,196,EA
O,52029766,,,
I,4260004C1000,4260004C1000,295,EA
O,52029766,,,
I,4260004C2000,4260004C2000,243,EA
O,52029766,,,
I,42600AD09300,42600AD09300,454,EA
O,52029766,,,
I,42600AD11400,42600AD11400,432,EA
O,52029766,,,
I,42600AD13300,42600AD13300,392,EA
O,52029766,,,
I,42600AD15300,42600AD15300,590,EA
O,52029766,,,
I,426700406000,426700406000,454,EA
O,52029766,,,
I,426700407000,426700407000,435,EA
O,52029766,,,
I,426700408000,426700408000,393,EA
O,52029766,,,
I,426700409000,426700409000,590,EA
O,52029767,,,
I,4260004C4000,4260004C4000,370,EA
O,52029767,,,
I,42600AD17300,42600AD17300,114,EA
O,52029767,,,
I,426700410000,426700410000,115,EA
O,52029767,,,
I,426700414000,426700414000,370,EA
