H,20130121,1130,PT,ASM
O,52031209,,,
I,4260004B9000,4260004B9000,154,EA
O,52031209,,,
I,4260004C0000,4260004C0000,98,EA
O,52031209,,,
I,4260004C1000,4260004C1000,128,EA
O,52031209,,,
I,4260004C2000,4260004C2000,148,EA
O,52031209,,,
I,4260004C4000,4260004C4000,146,EA
O,52031209,,,
I,4260004C5000,4260004C5000,62,EA
O,52031209,,,
I,4260004C6000,4260004C6000,32,EA
O,52031209,,,
I,42600AD09300,42600AD09300,136,EA
O,52031209,,,
I,42600AD11400,42600AD11400,172,EA
O,52031209,,,
I,426700414000,426700414000,146,EA
O,52031209,,,
I,426700415000,426700415000,64,EA
O,52031210,,,
I,42600AD13300,42600AD13300,200,EA
O,52031210,,,
I,42600AD15300,42600AD15300,260,EA
O,52031210,,,
I,42600AD17300,42600AD17300,144,EA
O,52031210,,,
I,426700406000,426700406000,136,EA
O,52031210,,,
I,426700407000,426700407000,172,EA
O,52031210,,,
I,426700408000,426700408000,200,EA
O,52031210,,,
I,426700409000,426700409000,260,EA
O,52031210,,,
I,426700410000,426700410000,144,EA
O,52031214,,,
I,4260004B9000,4260004B9000,310,EA
O,52031214,,,
I,4260004C0000,4260004C0000,199,EA
O,52031214,,,
I,4260004C1000,4260004C1000,257,EA
O,52031214,,,
I,4260004C2000,4260004C2000,287,EA
O,52031214,,,
I,4260004C4000,4260004C4000,322,EA
O,52031214,,,
I,4260004C5000,4260004C5000,128,EA
O,52031214,,,
I,4260004C6000,4260004C6000,63,EA
O,52031214,,,
I,42600AD09300,42600AD09300,256,EA
O,52031214,,,
I,42600AD11400,42600AD11400,360,EA
O,52031214,,,
I,426700406000,426700406000,256,EA
O,52031214,,,
I,426700414000,426700414000,322,EA
O,52031214,,,
I,426700415000,426700415000,128,EA
O,52031215,,,
I,42600AD13300,42600AD13300,392,EA
O,52031215,,,
I,42600AD15300,42600AD15300,514,EA
O,52031215,,,
I,42600AD17300,42600AD17300,254,EA
O,52031215,,,
I,426700407000,426700407000,360,EA
O,52031215,,,
I,426700408000,426700408000,392,EA
O,52031215,,,
I,426700409000,426700409000,514,EA
O,52031215,,,
I,426700410000,426700410000,254,EA
