H,20140908,1130,PT,ASM
O,52038863,,,
I,4260004B9000,4260004B9000,402,EA
O,52038863,,,
I,4260004C0000,4260004C0000,447,EA
O,52038863,,,
I,4260004C1000,4260004C1000,253,EA
O,52038863,,,
I,4260004C2000,4260004C2000,337,EA
O,52038863,,,
I,4260004C6000,4260004C6000,57,EA
O,52038863,,,
I,42600AD09300,42600AD09300,378,EA
O,52038863,,,
I,42600AD11400,42600AD11400,428,EA
O,52038863,,,
I,42600AD13300,42600AD13300,894,EA
O,52038863,,,
I,42600AD15300,42600AD15300,508,EA
O,52038863,,,
I,426700406000,426700406000,378,EA
O,52038863,,,
I,426700407000,426700407000,429,EA
O,52038863,,,
I,426700408000,426700408000,894,EA
O,52038864,,,
I,4260004C4000,4260004C4000,266,EA
O,52038864,,,
I,4260004C5000,4260004C5000,114,EA
O,52038864,,,
I,42600AD17300,42600AD17300,404,EA
O,52038864,,,
I,426700409000,426700409000,508,EA
O,52038864,,,
I,426700410000,426700410000,404,EA
O,52038864,,,
I,426700414000,426700414000,266,EA
O,52038864,,,
I,426700415000,426700415000,114,EA
