H,20140129,1130,PT,ASM
O,52035819,,,
I,4260004B9000,4260004B9000,462,EA
O,52035819,,,
I,4260004C0000,4260004C0000,304,EA
O,52035819,,,
I,4260004C1000,4260004C1000,306,EA
O,52035819,,,
I,4260004C2000,4260004C2000,307,EA
O,52035819,,,
I,4260004C4000,4260004C4000,304,EA
O,52035819,,,
I,4260004C5000,4260004C5000,82,EA
O,52035819,,,
I,4260004C6000,4260004C6000,41,EA
O,52035819,,,
I,42600AD09300,42600AD09300,582,EA
O,52035819,,,
I,42600AD11400,42600AD11400,344,EA
O,52035819,,,
I,426700406000,426700406000,582,EA
O,52035819,,,
I,426700414000,426700414000,302,EA
O,52035819,,,
I,426700415000,426700415000,82,EA
O,52035820,,,
I,42600AD13300,42600AD13300,611,EA
O,52035820,,,
I,42600AD15300,42600AD15300,612,EA
O,52035820,,,
I,42600AD17300,42600AD17300,309,EA
O,52035820,,,
I,426700407000,426700407000,345,EA
O,52035820,,,
I,426700408000,426700408000,610,EA
O,52035820,,,
I,426700409000,426700409000,612,EA
O,52035820,,,
I,426700410000,426700410000,308,EA
