H,20110503,1130,PT,ASM
O,52024306,,,
I,4260004B9000,4260004B9000,116,EA
O,52024306,,,
I,4260004C0000,4260004C0000,76,EA
O,52024306,,,
I,4260004C1000,4260004C1000,81,EA
O,52024306,,,
I,4260004C2000,4260004C2000,75,EA
O,52024306,,,
I,42600AD09300,42600AD09300,80,EA
O,52024306,,,
I,42600AD11400,42600AD11400,148,EA
O,52024306,,,
I,42600AD13300,42600AD13300,148,EA
O,52024306,,,
I,42600AD15300,42600AD15300,164,EA
O,52024306,,,
I,42600AD17300,42600AD17300,108,EA
O,52024306,,,
I,426700406000,426700406000,80,EA
O,52024306,,,
I,426700407000,426700407000,148,EA
O,52024306,,,
I,426700408000,426700408000,148,EA
O,52024307,,,
I,4260004C4000,4260004C4000,48,EA
O,52024307,,,
I,426700409000,426700409000,164,EA
O,52024307,,,
I,426700410000,426700410000,108,EA
O,52024307,,,
I,426700414000,426700414000,48,EA
