H,20140228,1130,PT,ASM
O,52036078,,,
I,4260004B9000,4260004B9000,438,EA
O,52036078,,,
I,4260004C0000,4260004C0000,302,EA
O,52036078,,,
I,4260004C1000,4260004C1000,172,EA
O,52036078,,,
I,4260004C2000,4260004C2000,436,EA
O,52036078,,,
I,4260004C4000,4260004C4000,202,EA
O,52036078,,,
I,4260004C5000,4260004C5000,152,EA
O,52036078,,,
I,4260004C6000,4260004C6000,76,EA
O,52036078,,,
I,42600AD09300,42600AD09300,516,EA
O,52036078,,,
I,42600AD11400,42600AD11400,362,EA
O,52036078,,,
I,42600AD13300,42600AD13300,604,EA
O,52036078,,,
I,42600AD15300,42600AD15300,344,EA
O,52036078,,,
I,42600AD17300,42600AD17300,668,EA
O,52036079,,,
I,426700406000,426700406000,516,EA
O,52036079,,,
I,426700407000,426700407000,362,EA
O,52036079,,,
I,426700408000,426700408000,604,EA
O,52036079,,,
I,426700409000,426700409000,344,EA
O,52036079,,,
I,426700410000,426700410000,668,EA
O,52036079,,,
I,426700414000,426700414000,202,EA
O,52036079,,,
I,426700415000,426700415000,152,EA
