H,070903,01070903,,,,,,,
I,63,,102.734,,42600AD08400,,,52012650,20070903
I,74,,123.0961,,42600AD09300,,,52012650,20070903
I,60,,163.5314,,42600AD11400,,,52012650,20070903
I,19,,105.4794,,42600AD12300,,,52012650,20070903
I,34,,166.2768,,42600AD13300,,,52012650,20070903
I,18,,122.9581,,42600AD14300,,,52012650,20070903
I,36,,189.7051,,42600AD15300,,,52012650,20070903
I,36,,122.0137,,42600AD16300,,,52012650,20070903
I,69,,188.7607,,42600AD17300,,,52012650,20070903
I,74,,123.9273,,426700406000,,,52012650,20070903
I,60,,164.3266,,426700407000,,,52012650,20070903
I,34,,167.072,,426700408000,,,52012650,20070903
I,36,,190.5896,,426700409000,,,52012651,20070903
I,68,,189.6453,,426700410000,,,52012651,20070903
T,103978.1383,,,,,,,,
