H,071119,01071119,,,,,,,
I,292,,102.734,,42600AD08400,,,52013119,20071119
I,276,,123.0961,,42600AD09300,,,52013119,20071119
I,306,,165.1142,,42600AD11400,,,52013119,20071119
I,85,,105.4794,,42600AD12300,,,52013119,20071119
I,166,,167.8596,,42600AD13300,,,52013119,20071119
I,150,,122.9581,,42600AD14300,,,52013119,20071119
I,300,,191.3993,,42600AD15300,,,52013119,20071119
I,169,,122.0137,,42600AD16300,,,52013119,20071119
I,344,,190.4549,,42600AD17300,,,52013119,20071119
I,276,,123.9273,,426700406000,,,52013119,20071119
I,306,,165.9094,,426700407000,,,52013119,20071119
I,166,,168.6548,,426700408000,,,52013119,20071119
I,300,,192.2839,,426700409000,,,52013120,20071119
I,344,,191.3395,,426700410000,,,52013120,20071119
T,549803.4113,,,,,,,,
